comment,label,rate,Unnamed: 3,clean_text
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh
Môi mềm hơn rất nhju.,POS,5,,môi mềm hơn rất nhju
"Giao hàng nhanh, Shop phục vụ rất tốt.",POS,5,,giao hàng nhanh_shop phục_vụ rất tốt
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"Túi đựng nhìn sang trọng, giá phải chăng.",POS,5,,túi đựng nhìn sang_trọng giá phải_chăng
"Áo đẹp chất liệu rất ok, cho shop ban 5sao.",POS,5,,áo đẹp chất_liệu rất ok cho shop ban 5 sao
"Vải pha nhiều nilon, mặc cứng và bí.",NEG,2,,vải pha nhiều nilon mặc cứng và bí
"Túi cứng cáp, rất ổn.",POS,5,,túi cứng_cáp rất ổn
"Hàng rất ok .mình đã mua hàng của shop đc vài lần r, lần nào cũng hài lòng hết.",POS,5,,hàng rất ok mình đã mua hàng shop đc vài lần r lần nào cũng hài_lòng hết
Mập như e mà mập cái áo rộng quá chừng luôn vãi dep.,POS,5,,mập như e mập áo rộng quá_chừng luôn vãi dep
Vừa với số tiền.,NEU,3,,vừa với số tiền
Còn lỗi may nhưng đẹp.,POS,4,,còn lỗi_may nhưng đẹp
Chất lượng sản phẩm tuyệt vời Bao bì tuyệt vời Chất lượng dịch vụ bán hàng tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời bao_bì tuyệt_vời chất_lượng dịch_vụ bán hàng tuyệt_vời
Vì nếu shop k nhận đổi qua ib mình có thể cancel đơn và đặt lại cũng đc.,NEU,3,,vì nếu shop k nhận đổi qua ib mình có_thể cancel_đơn và đặt lại cũng đc
Cái lót mu bàn chân khâu lỏng lẻo quá.,NEG,2,,lót mu bàn_chân khâu lỏng_lẻo quá
"Chất không đẹp, không giống hình.",NEG,1,,chất không đẹp không giống hình
Giốg hình .,POS,5,,giốg hình
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm kém Thời gian giao hàng rất nhanh Quá mỏng.,NEG,2,,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm kém thời_gian giao hàng rất nhanh quá mỏng
Tuy có bị bẩn nhưng có lẽ tẩy được .,NEU,3,,tuy có bẩn nhưng có_lẽ tẩy được
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền
Cũng ko có ai alo xác nhận.,NEG,2,,cũng ko có ai alo xác_nhận
Chất lượng sản phẩm rất đẹp.,POS,5,,chất_lượng sản_phẩm rất đẹp
3 cái thì một cái hỏng cắm sạc dùng trực tiếp thì chỉ chạy đc số 1.hai cái còn lại test oke.,POS,4,,3 một hỏng cắm sạc dùng trực_tiếp chỉ chạy đc số 1 hai còn lại test oke
Đẹp lắm shop.,POS,4,,đẹp lắm shop
"Áo thì chật,đc vải mềm k gọng như hình,có mùi hắc.",NEG,1,,áo chậtđc vải mềm_k gọng như hìnhcó mùi hắc
Tuy thấy cỡ M cũng khá bự.,NEU,3,,tuy thấy cỡ m cũng khá bự
"Đường may bị lỗi, chất vải ổn.",POS,4,,đường may lỗi chất vải ổn
Giao hàng nhanh đặt chiều 24/9 giao trưa 25/8 check chính hãng.,NEU,3,,giao hàng nhanh đặt chiều 249 giao trưa 258 check chính hãng
Đóng gói sản phẩm tạm được Chất lượng sản phẩm tạm được.,POS,4,,đóng_gói sản_phẩm tạm được chất_lượng sản_phẩm tạm được
Shop làm việc rất chuyên nghiệp.,POS,5,,shop làm_việc rất chuyên_nghiệp
Nhg đóng gói hàng rất cẩn thận chất lượng.,POS,4,,nhg đóng_gói hàng rất cẩn_thận chất_lượng
Ko đẹp lắm.,POS,4,,ko đẹp lắm
Váy đẹp.,POS,5,,váy đẹp
Hàng đẹp lắm ak......,POS,5,,hàng đẹp lắm ak
Có điều hơi rộng.,POS,4,,có điều hơi rộng
Nhưng hơi rộng .,NEG,2,,nhưng hơi rộng
"Đường may chắc, vải ok.",POS,5,,đường may chắc vải ok
Áo vải đẹp.,POS,5,,áo vải đẹp
Bộ quần áo rất đẹp như hình.Shop phục vụ tốt .Sẽ tiếp tục mua ơr shop.,POS,5,,bộ quần_áo rất đẹp như hìnhshop phục_vụ tốt sẽ tiếp_tục mua ơr shop
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền
Mua áo ngực màu da thì giao màu đen.!.,NEG,2,,mua áo ngực màu_da giao màu đen
Form giày đẹp quá shop ơi!,POS,5,,form giày đẹp quá shop ơi
Nhưng nhà hàng làm việc rất chán.,NEG,2,,nhưng nhà_hàng làm_việc rất chán
So với giá tiền thì ổn.,NEU,3,,so với giá tiền ổn
"Ưng hết sức , rẽ nữa chứ , shop nhiệt tình vote 5* cho shop !!",POS,5,,ưng hết_sức rẽ nữa chứ shop nhiệt_tình vote 5 cho shop
"Chất lượng sản phẩm tuyệt vời, shop phục vụ rất tốt.",POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn... cảm ơn shop nhé... chúc shop làm ăn phát đạt.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn cảm_ơn shop chúc_shop làm_ăn phát_đạt
Cảm ơn shop đã tư vấn nhiệt tình nhé.,POS,5,,cảm_ơn shop đã tư_vấn nhiệt_tình
Có một vài sợi len thừa ra cắt đi là được.,POS,4,,có một_vài sợi len_thừa ra cắt đi được
"Hàng đẹp, lông mượt, chủ shop nhiệt tình.",POS,5,,hàng đẹp lông mượt chủ_shop nhiệt_tình
"MỀM MỊN CO GIÃN TỐT , MẶC THÍCH THẬT SỰ!!!!!!!!!!!",POS,5,,mềm mịn co_giãn tốt mặc thích thật_sự
Chất vải đẹp.khá ưng Với sản phẩm ben shop.,POS,5,,chất vải đẹpkhá_ưng với sản_phẩm ben shop
Đóng gói sp cẩn thận.,POS,4,,đóng_gói sp cẩn_thận
Đặt hàng 1 màu giao hàng lại là màu khác nhắn tin gửi mẫu gửi màu thì k trả lời xong cứ thế giao hàng theo ý Shop mình liên hệ thắc mắc cũng k trả lời .,NEG,2,,đặt_hàng 1 màu giao hàng lại màu khác nhắn_tin gửi mẫu gửi màu k trả_lời xong cứ thế giao hàng theo ý shop mình liên_hệ thắc_mắc cũng k trả_lời
Nhưng so với tầm giá như vậy là khá ổn.,POS,4,,nhưng so với tầm_giá như_vậy khá ổn
rẻ. đẹp Rất đáng tiền.,POS,5,,rẻ đẹp rất đáng tiền
Mình rất bực mình khó chịu với thái độ và cách làm việc của shop.,NEG,2,,mình rất bực_mình khó_chịu với thái_độ và cách làm_việc shop
Kute.,POS,4,,kute
Đóng gói sản phẩm chắc chắn.,POS,5,,đóng_gói sản_phẩm chắc_chắn
Áo đẹp.,POS,5,,áo đẹp
Phần cúc cài chỗ ngực dễ bị lộ hàng.,NEU,3,,phần cúc cài chỗ ngực dễ lộ hàng
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Mà mới đặt bữa trước bữa sau gia liwwfb thích ghê❤️cho shop ⭐️⭐️⭐️⭐️⭐️.,POS,5,,mới đặt bữa trước bữa sau gia_liwwfb thích ghêcho shop
Bị lừa r.,NEG,1,,lừa r
Cảm ơn shop nhiều lắm.,POS,5,,cảm_ơn shop nhiều lắm
Chất hơi mỏng nhưng mặc thoải mái.,POS,4,,chất hơi mỏng nhưng mặc thoải_mái
Mùi thơm dễ chịu.,POS,4,,mùi thơm dễ_chịu
Học xong quyển này mình sẽ tiếp tục mua sách của nhà sách này.,POS,5,,học xong quyển này mình sẽ tiếp_tục mua sách nhà_sách này
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Áo xinh chất mềm rất thic.,POS,5,,áo xinh_chất mềm rất thic
Sp y hìh lun né mn.đẹp lắm né.mik50kg1m52 mặc thoải mái lun.chất vải co dãn nhẹ có khi 60kg mặc vẫn vừa í.sau này có bầu bì mặc vẫn ô sờ kê luôn.Lại dc sốp tặg cho đôi tòog teg :) rất dễ thưg😍😍P/s:mik chưa có dịp đi đâu nên chỉ chụp tạm trog fòg và mik hơi béo nữa nên k tả dc hết dág váy.nc tuyệt😘😘.,POS,5,,sp y_hìh lun né mnđẹp lắm némik50kg1m52 mặc thoải_mái lunchất vải co_dãn nhẹ có_khi 60 kg mặc vẫn vừa ísau này có bầu_bì mặc vẫn ô_sờ kê luônlại dc sốp tặg cho đôi tòog teg rất dễ thưgpsmik chưa có dịp đi đâu nên chỉ chụp tạm trog fòg và mik hơi béo nữa nên k_tả dc hết dág váync tuyệt
Shop giao nhầm size :((.,NEG,1,,shop giao nhầm size
Shop có nói là do công đoạn tẩy màu nh mình mua bò màu nhạt nhiều lần rồi chưa bao giờ bị tình trạng này.,NEG,1,,shop có nói do công_đoạn tẩy màu nh mình mua bò màu nhạt nhiều lần rồi chưa bao_giờ tình_trạng này
Hàng như hình.,NEU,3,,hàng như hình
Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh Đáng đồng tiền Shop phục vụ khá tốt Chất lượng sản phẩm tốt.,POS,5,,đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh đáng đồng_tiền shop phục_vụ khá tốt chất_lượng sản_phẩm tốt
Sản phẩm giống hình y chang lun..60kg mặc cũng vừa luôn..chất vải ok lắm ..râst thích ạ.,POS,5,,sản_phẩm giống_hình y_chang lun60kg mặc cũng vừa luônchất vải ok lắm râst thích
Giày xinh lắm ạ.,POS,5,,giày xinh lắm
Chủ shop nhiệt ti hf đóng gói sản phẩm đẹp chắc chắn.,POS,5,,chủ shop nhiệt_ti hf đóng_gói sản_phẩm đẹp chắc_chắn
Giao hàng nhanh Chất lượng sản phẩm tuyệt vời.,POS,5,,giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời giống hình.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời giống hình
Date dài hạn !!!!,POS,5,,date dài_hạn
"Chất lượng sản phẩm tuyệt vời, đẹp hơn tất cả shop khác :)).",POS,5,,chất_lượng sản_phẩm tuyệt_vời đẹp hơn tất_cả shop khác
Lúc yêu cầu trả hàng thì nói ngang nói ngược.,NEG,1,,lúc yêu_cầu trả hàng nói ngang nói ngược
Máy bị lỗi cong nhẹ mặc dù hàng nguyên seal nhưng ngại bảo hành nên chấp nhận đc dù sao hàng điện tử cũng hên xui.,NEU,3,,máy lỗi cong nhẹ mặc_dù hàng nguyên_seal nhưng ngại bảo_hành nên chấp_nhận đc dù_sao hàng điện_tử cũng hên xui
Túi đẹp shop nói chuyện cute rep ib nhanh.,POS,5,,túi đẹp shop nói_chuyện cute rep ib nhanh
Chất lượng sản phẩm tuyệt vời rất giống hình.,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất giống hình
Áo đẹp nhưng hơu rộng vs mk.,POS,4,,áo đẹp nhưng hơu rộng vs mk
Shop ship hàng rất nhanh.,POS,5,,shop ship hàng rất nhanh
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh
Hàng ổn nhưng shop gửi nhầm 2 cái áo.,NEG,2,,hàng ổn nhưng shop gửi nhầm 2 áo
Tuyệt vời.,POS,5,,tuyệt_vời
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh
Sp đẹp phù hợp giá tiền shop tư vấn rất nhiệt tình.,POS,5,,sp đẹp phù_hợp giá tiền shop tư_vấn rất nhiệt_tình
Vãi đẹp nhưng hoi mỏng .,NEU,3,,vãi đẹp nhưng hoi mỏng
"Shop phục vụ rất tốt, Rất đáng tiền, Thời gian giao hàng rất nhanh.",POS,5,,shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh cảm ơn shop nhiều shop làm ăn rất tốt cảm ơn shop.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh cảm_ơn shop nhiều shop làm_ăn rất tốt cảm_ơn shop
"Sản phẩm ok đẹp đeo nhẹ chân, lần sau mua shop giảm giá mạnh nhé em luôn lấy về bán.",POS,5,,sản_phẩm ok đẹp đeo nhẹ chân lần sau mua shop giảm_giá mạnh em luôn lấy về bán
Vải đẹp so với giá tiền.,POS,5,,vải đẹp so với giá tiền
"Rất ưng ý, da đẹp, đường may chắc chắn, túi tặng kèm dễ thương.",POS,5,,rất ưng_ý da đẹp đường may chắc_chắn túi tặng kèm dễ_thương
Hài lòng nên cho 5 sao.,POS,5,,hài_lòng nên cho 5 sao
Giao hàng nhanh.,POS,4,,giao hàng nhanh
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
58kg mặc k vừa.,POS,4,,58 kg mặc k vừa
Len mịn.,POS,5,,len mịn
"Chất đẹp, mặc rất thoải mái.",POS,4,,chất đẹp mặc rất thoải_mái
"Mẫu giống hình, tuy nhiên chất hơi mỏng.",POS,4,,mẫu giống_hình tuy_nhiên chất hơi mỏng
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền
Cặp đẹp hơn nhiều so với mong đợi.,POS,5,,cặp đẹp hơn nhiều so với mong_đợi
"Vải đẹp dày dặn, giá hạt dẻ.",POS,4,,vải đẹp dày dặn giá hạt dẻ
Áo đẹp .nhưng màu hồng ki giống trong hình ạ..,NEU,3,,áo đẹp nhưng màu hồng_ki giống trong hình
"Đồ đẹp lắm, shop tư vấn nhiệt tình.",POS,5,,đồ đẹp lắm shop tư_vấn nhiệt_tình
Không dài như mình nghĩ :(.,NEU,3,,không dài như mình nghĩ
Hàng chất liệu rất mềm và đẹp.,POS,5,,hàng chất_liệu rất mềm và đẹp
Binh thuong.,NEU,3,,binh thuong
"Áo mặc ôm ngực, chắc lưng mình mập nên bị chật.",POS,4,,áo mặc ôm ngực chắc lưng mình mập nên chật
Size 36 cứ như là 37 v.,NEU,3,,size 36 cứ như 37 v
Con trai mê tít.,POS,5,,con trai mê tít
Chỉ tiết kiểu size ko đúng yêu cầu.,NEU,3,,chỉ tiết kiểu size ko đúng yêu_cầu
"Rất đáng tiền Chất lượng sản phẩm tuyệt vời, nhưng đóng gói hàng tệ quá, áo nhăn như nùi giẻ =.=.",NEU,3,,rất đáng tiền chất_lượng sản_phẩm tuyệt_vời nhưng đóng_gói hàng tệ quá áo_nhăn như nùi giẻ
Tuy nhiên như vậy là cũng ổn rồi.,NEU,3,,tuy_nhiên như_vậy cũng ổn rồi
good...,POS,4,,good
Vote 5 sao.,POS,5,,vote 5 sao
Màu cam không được đẹp.,NEG,2,,màu cam không được đẹp
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm chắc chắn.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm chắc_chắn
"Chất lượng sản phẩm tuyệt vời ,đẹp lắm.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đẹp lắm
Check mã đúng.,POS,5,,check_mã đúng
Đóng gói cẩn thận .,POS,5,,đóng_gói cẩn_thận
Nhưng vẫn cho 5* chất lg vs giá.,POS,5,,nhưng vẫn cho 5 chất lg vs giá
Đề nghị đổi nhà giao hàng.,NEG,2,,đề_nghị đổi nhà giao hàng
Shop dễ thương quá.,POS,5,,shop dễ_thương quá
"Chất lượng phông bên shop ok nhưng mà k biết có phải bên vận chuyển rạch ra để kiểm tra hàng không mà khi nhận hàng có 2 vết rạch ở 2 đầu gói hàng dài tầm 5cm, rạch cả vào rách 1 chút ở đầu tấm phông của mình.",NEU,3,,chất_lượng phông bên shop_ok nhưng_mà k biết có phải bên vận_chuyển rạch ra để kiểm_tra hàng_không khi nhận hàng có 2 vết rạch ở 2 đầu gói hàng dài tầm 5 cm rạch cả vào rách 1 chút ở đầu tấm phông mình
đẹp toẹt vời lun sh.,POS,5,,đẹp toẹt_vời lun sh
So với giá 400k là đắt.,NEG,1,,so với giá 400 k đắt
Đẹp da mà còn tăng v1 nữa :)).,POS,5,,đẹp da mà_còn tăng v1 nữa
Chất đẹp áo mặc lên đẹp.,POS,5,,chất đẹp áo mặc lên đẹp
Áo rẻ và đẹp lắm.,POS,5,,áo rẻ và đẹp lắm
áo này rẻ và đẹp lắm shop ạ. mình sẽ tiếp tục ủng hộ shop.,POS,5,,áo này rẻ và đẹp lắm shop mình sẽ tiếp_tục ủng_hộ shop
Hàng đẹp nhưng áo hơi to ạ mình mặc nhưng cổ hơi bị rộng quá.,NEU,3,,hàng đẹp nhưng áo_hơi to mình mặc nhưng cổ_hơi rộng quá
Tương xứng với giá tiền.,NEU,3,,tương_xứng với giá tiền
Ko rộng như trong ảnh.,NEU,3,,ko rộng như trong ảnh
Đặt L mà giao XL.,NEG,2,,đặt l giao xl
